0;0,0131
1;0,0103
2;0,0102
3;0,0102
4;0,0102
5;0,01
6;0,0099
7;0,0095
8;0,0092
9;0,0087
10;0,0086
11;0,0085
12;0,0083
13;0,0079
14;0,0078
15;0,0074
16;0,007
17;0,0069
18;0,0068
19;0,0066
20;0,0066
21;0,0065
22;0,0063
23;0,0062
24;0,0061
25;0,0061
26;0,0061
27;0,0061
28;0,0058
29;0,0057
30;0,0055
31;0,0054
32;0,0054
33;0,0053
34;0,0053
35;0,0053
36;0,0053
37;0,0052
38;0,0052
39;0,0052
40;0,0051
41;0,0051
42;0,0049
43;0,0049
44;0,0049
45;0,0049
46;0,0049
47;0,0048
48;0,0048
49;0,0048
50;0,0048
51;0,0048
52;0,0047
53;0,0047
54;0,0047
55;0,0047
56;0,0047
57;0,0045
58;0,0045
59;0,0045
60;0,0044
61;0,0044
62;0,0044
63;0,0044
64;0,0044
65;0,0044
66;0,0044
67;0,0044
68;0,0043
69;0,0043
70;0,0043
71;0,0043
72;0,0043
73;0,0043
74;0,0043
75;0,0043
76;0,0041
77;0,0041
78;0,004
79;0,004
80;0,004
81;0,004
82;0,004
83;0,004
84;0,0039
85;0,0039
86;0,0039
87;0,0039
88;0,0039
89;0,0039
90;0,0039
91;0,0039
92;0,0039
93;0,0039
94;0,0039
95;0,0039
96;0,0039
97;0,0037
98;0,0036
99;0,0036
100;0,0036
101;0,0036
102;0,0035
103;0,0035
104;0,0035
105;0,0035
106;0,0035
107;0,0035
108;0,0035
109;0,0035
110;0,0035
111;0,0035
112;0,0035
113;0,0035
114;0,0035
115;0,0035
116;0,0035
117;0,0035
118;0,0035
119;0,0035
120;0,0035
121;0,0035
122;0,0034
123;0,0034
124;0,0031
125;0,0031
126;0,0031
127;0,0031
128;0,0031
129;0,0031
130;0,0031
131;0,0031
132;0,0031
133;0,0031
134;0,0031
135;0,0031
136;0,0031
137;0,0031
138;0,0031
139;0,0031
140;0,0031
141;0,0031
142;0,0031
143;0,0031
144;0,003
145;0,003
146;0,003
147;0,003
148;0,003
149;0,003
150;0,0027
151;0,0027
152;0,0027
153;0,0027
154;0,0027
155;0,0027
156;0,0026
157;0,0026
158;0,0026
159;0,0026
160;0,0026
161;0,0026
162;0,0026
163;0,0026
164;0,0026
165;0,0026
166;0,0026
167;0,0026
168;0,0026
169;0,0026
170;0,0026
171;0,0026
172;0,0026
173;0,0026
174;0,0026
175;0,0026
176;0,0022
177;0,0022
178;0,0022
179;0,0022
180;0,0022
181;0,0022
182;0,0022
183;0,0022
184;0,0022
185;0,0022
186;0,0022
187;0,0022
188;0,0022
189;0,0022
190;0,0022
191;0,0022
192;0,0022
193;0,0022
194;0,0022
195;0,0022
196;0,0022
197;0,0022
198;0,0022
199;0,0022
200;0,0022
201;0,0022
202;0,0021
203;0,0021
204;0,0021
205;0,0021
206;0,0021
207;0,0018
208;0,0018
209;0,0018
210;0,0018
211;0,0018
212;0,0018
213;0,0018
214;0,0018
215;0,0018
216;0,0018
217;0,0018
218;0,0018
219;0,0018
220;0,0018
221;0,0018
222;0,0018
223;0,0018
224;0,0018
225;0,0018
226;0,0018
227;0,0018
228;0,0018
229;0,0018
230;0,0018
231;0,0018
232;0,0018
233;0,0018
234;0,0017
235;0,0017
236;0,0017
237;0,0017
238;0,0017
239;0,0017
240;0,0017
241;0,0017
242;0,0017
243;0,0017
244;0,0017
245;0,0017
246;0,0017
247;0,0017
248;0,0017
249;0,0017
250;0,0017
251;0,0017
252;0,0014
253;0,0013
254;0,0013
255;0,0013
256;0,0013
257;0,0013
258;0,0013
259;0,0013
260;0,0013
261;0,0013
262;0,0013
263;0,0013
264;0,0013
265;0,0013
266;0,0013
267;0,0013
268;0,0013
269;0,0013
270;0,0013
271;0,0013
272;0,0013
273;0,0013
274;0,0013
275;0,0013
276;0,0013
277;0,0013
278;0,0013
279;0,0013
280;0,0013
281;0,0013
282;0,0013
283;0,0013
284;0,0013
285;0,0013
286;0,0013
287;0,0013
288;0,0013
289;0,0009
290;0,0009
291;0,0009
292;0,0009
293;0,0009
294;0,0009
295;0,0009
296;0,0009
297;0,0009
298;0,0009
299;0,0009
300;0,0009
301;0,0009
302;0,0009
303;0,0009
304;0,0009
305;0,0009
306;0,0009
307;0,0009
308;0,0009
309;0,0009
310;0,0009
311;0,0009
312;0,0009
313;0,0009
314;0,0009
315;0,0009
316;0,0009
317;0,0009
318;0,0009
319;0,0009
320;0,0009
321;0,0009
322;0,0009
323;0,0009
324;0,0009
325;0,0009
326;0,0009
327;0,0009
328;0,0009
329;0,0009
330;0,0009
331;0,0009
332;0,0008
333;0,0008
334;0,0008
335;0,0005
336;0,0005
337;0,0005
338;0,0005
339;0,0004
340;0,0004
341;0,0004
342;0,0004
343;0,0004
344;0,0004
345;0,0004
346;0,0004
347;0,0004
348;0,0004
349;0,0004
350;0,0004
351;0,0004
352;0,0004
353;0,0004
354;0,0004
355;0,0004
356;0,0004
357;0,0004
358;0,0004
359;0,0004
360;0,0004
361;0,0004
362;0,0004
363;0,0004
364;0,0004
365;0,0004
366;0,0004
367;0,0004
368;0,0004
369;0,0004
370;0,0004
371;0,00
372;0,00
373;0,00
374;0,00
375;0,00
376;0,00
377;0,00
378;0,00
379;0,00
380;0,00
381;0,00
382;0,00
383;0,00
384;0,00
385;0,00
386;0,00
387;0,00
388;0,00
389;0,00
390;0,00
391;0,00
392;0,00
393;0,00
394;0,00
395;0,00
396;0,00
397;0,00
398;0,00
