#Partner hier bedeutet die Partner, von denen der Agent Status Info bekommt.
#Handeltag;AgentName;Typ;Kommunikation;Beschreibung;Abschlag;MovingDays;RelativeGewinn;RelativeGewinnPozent;AbsoluteGewinn;AbsoluteGewinnPozent;PartnerName;Typ;AbschlagProzent;Movingsdays;RelativeGewinn;RelativeGewinnProzent;
00001;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00002;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00003;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00004;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00005;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00006;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00007;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00008;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00009;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000010;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000011;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000012;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000013;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000014;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000015;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000016;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000017;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000018;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000019;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000020;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000021;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000022;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000023;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000024;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000025;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000026;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000027;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000028;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000029;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000030;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000031;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000032;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000033;V9;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000034;V9;BlankoAgent;Ja, Wahrscheinlichkeit erlaubt;Changed to NoiseTrader;NA;NA;0;0,00;0;0,00;V6;Investor;1,5626;0;677182,00;4,778;
 ; ; ; ; ; ; ; ; ; ; ; V15;NoiseTrader;0,00;46;36,00;0,0065;
 ; ; ; ; ; ; ; ; ; ; ; V67;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V62;NoiseTrader;0,00;12;54,00;0,0128;
 ; ; ; ; ; ; ; ; ; ; ; V51;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V50;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V49;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V39;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V5;NoiseTrader;0,00;49;228396,00;5,1276;
 ; ; ; ; ; ; ; ; ; ; ; V21;NoiseTrader;0,00;57;238121,00;5,8601;
 ; ; ; ; ; ; ; ; ; ; ; V19;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V11;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V45;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V32;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V16;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V2;NoiseTrader;0,00;22;381,00;0,0544;
 ; ; ; ; ; ; ; ; ; ; ; V8;NoiseTrader;0,00;48;237831,00;5,121;
 ; ; ; ; ; ; ; ; ; ; ; V14;NoiseTrader;0,00;37;204938,00;5,2921;
 ; ; ; ; ; ; ; ; ; ; ; V27;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V84;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V23;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V20;NoiseTrader;0,00;32;84,00;0,023;
000035;V9;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000036;V9;NoiseTrader;Ja, Wahrscheinlichkeit erlaubt;Schlechter_Counter 1< Individual Limit 2;NA;46;0;0,00;0;0,00;V6;Investor;1,5626;0;621285,00;4,3615;
