#Partner hier bedeutet die Partner, von denen der Agent Status Info bekommt.
#Handeltag;AgentName;Typ;Kommunikation;Beschreibung;Abschlag;MovingDays;RelativeGewinn;RelativeGewinnPozent;AbsoluteGewinn;AbsoluteGewinnPozent;PartnerName;Typ;AbschlagProzent;Movingsdays;RelativeGewinn;RelativeGewinnProzent;
00001;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00002;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00003;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00004;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00005;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00006;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00007;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00008;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
00009;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000010;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000011;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000012;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000013;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000014;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000015;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000016;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000017;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000018;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000019;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000020;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000021;V2;BlankoAgent;Keine Kommunikation; Ich bin in InitState;
000022;V2;BlankoAgent;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000024;V2;BlankoAgent;Ja, Wahrscheinlichkeit erlaubt;Changed to NoiseTrader;NA;NA;0;0,00;0;0,00;V14;NoiseTrader;0,00;37;146537,00;3,7767;
 ; ; ; ; ; ; ; ; ; ; ; V8;NoiseTrader;0,00;48;170110,00;3,656;
 ; ; ; ; ; ; ; ; ; ; ; V12;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V10;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V60;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V100;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V36;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V35;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V33;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V9;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V1;BlankoAgent;0,00;0;0,00;0,00;
 ; ; ; ; ; ; ; ; ; ; ; V26;BlankoAgent;0,00;0;0,00;0,00;
000025;V2;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000026;V2;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000027;V2;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000028;V2;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000029;V2;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
000030;V2;NoiseTrader;Keine Kommunikation; Entscheidung aus Wahrscheinlichkeit;
